run:
[50	15	0.05	0.0246	3.91	1.0	2.28	1.7149	2.91	1.3436]
[50	15	0.1	0.0704	4.35	0.9977	3.01	1.4452	3.17	1.3722]
[50	15	0.15	0.121	4.51	0.9712	3.45	1.3072	3.73	1.2091]
[50	15	0.2	0.1725	4.57	0.9475	3.8	1.2026	4.08	1.1201]
[50	15	0.25	0.2241	4.77	0.9057	4.19	1.1384	4.4	1.0841]
[50	15	0.3	0.2759	5.17	0.882	4.4	1.175	4.77	1.0839]
[50	15	0.35	0.3276	5.58	0.8943	5.03	1.1093	5.26	1.0608]
[50	15	0.4	0.3793	5.92	0.9105	5.45	1.0862	5.72	1.035]
[50	15	0.45	0.431	6.63	0.9457	5.93	1.118	6.02	1.1013]
[50	15	0.5	0.4828	7.06	0.9221	6.35	1.1118	6.48	1.0895]
[50	15	0.55	0.5345	7.87	0.9403	6.93	1.1356	7.15	1.1007]
[50	15	0.6	0.5862	8.36	0.9545	7.82	1.0691	8.09	1.0334]
[50	15	0.65	0.6379	9.72	0.964	8.46	1.1489	8.81	1.1033]
[50	15	0.7	0.6897	11.02	0.9791	9.68	1.1384	9.87	1.1165]
[50	15	0.75	0.7414	12.61	0.9841	11.04	1.1422	11.17	1.1289]
[50	15	0.8	0.7931	15.01	0.9953	12.8	1.1727	12.94	1.16]
[50	15	0.85	0.8448	17.87	0.9978	15.88	1.1253	15.98	1.1183]
[50	15	0.9	0.8966	23.03	1.0	20.1	1.1458	20.33	1.1328]
[50	15	0.95	0.9483	31.37	1.0	27.64	1.1349	27.94	1.1228]
[50	16	0.05	0.0256	3.85	1.0	2.18	1.7661	2.82	1.3652]
[50	16	0.1	0.0721	4.29	0.9907	3.0	1.43	3.16	1.3576]
[50	16	0.15	0.1228	4.41	0.9637	3.46	1.2746	3.72	1.1855]
[50	16	0.2	0.1742	4.52	0.9425	3.87	1.168	3.93	1.1501]
[50	16	0.25	0.2258	4.83	0.9006	4.11	1.1752	4.42	1.0928]
[50	16	0.3	0.2774	5.21	0.8887	4.6	1.1326	4.78	1.09]
[50	16	0.35	0.329	5.43	0.9098	5.06	1.0731	5.11	1.0626]
[50	16	0.4	0.3806	5.99	0.9115	5.42	1.1052	5.53	1.0832]
[50	16	0.45	0.4323	6.4	0.9234	5.96	1.0738	6.15	1.0407]
[50	16	0.5	0.4839	7.0	0.94	6.42	1.0903	6.56	1.0671]
[50	16	0.55	0.5355	7.79	0.9525	7.12	1.0941	7.19	1.0834]
[50	16	0.6	0.5871	8.55	0.9626	7.89	1.0837	7.97	1.0728]
[50	16	0.65	0.6387	9.58	0.9749	8.42	1.1378	8.88	1.0788]
[50	16	0.7	0.6903	10.87	0.9825	9.67	1.1241	9.85	1.1036]
[50	16	0.75	0.7419	12.47	0.984	11.2	1.1134	11.56	1.0787]
[50	16	0.8	0.7935	14.64	0.9918	13.06	1.121	13.23	1.1066]
[50	16	0.85	0.8452	18.11	0.9989	15.9	1.139	16.04	1.1291]
[50	16	0.9	0.8968	22.62	0.9987	19.99	1.1316	20.54	1.1013]
[50	16	0.95	0.9484	31.28	1.0	27.57	1.1346	28.14	1.1116]
[50	17	0.05	0.0265	4.04	1.0	2.38	1.6975	2.91	1.3883]
[50	17	0.1	0.0736	4.39	0.9886	3.02	1.4536	3.21	1.3676]
[50	17	0.15	0.1244	4.28	0.9533	3.43	1.2478	3.77	1.1353]
[50	17	0.2	0.1758	4.5	0.9133	3.94	1.1421	4.12	1.0922]
[50	17	0.25	0.2273	4.62	0.9069	4.18	1.1053	4.39	1.0524]
[50	17	0.3	0.2788	5.1	0.9059	4.62	1.1039	4.83	1.0559]
[50	17	0.35	0.3303	5.55	0.9009	4.96	1.119	5.16	1.0756]
[50	17	0.4	0.3818	6.01	0.9002	5.42	1.1089	5.68	1.0581]
[50	17	0.45	0.4333	6.44	0.9193	6.0	1.0733	6.09	1.0575]
[50	17	0.5	0.4848	7.18	0.9457	6.33	1.1343	6.56	1.0945]
[50	17	0.55	0.5364	7.94	0.9534	7.04	1.1278	7.16	1.1089]
[50	17	0.6	0.5879	8.56	0.9579	7.89	1.0849	8.15	1.0503]
[50	17	0.65	0.6394	9.53	0.9727	8.84	1.0781	8.55	1.1146]
[50	17	0.7	0.6909	10.7	0.9757	9.69	1.1042	10.04	1.0657]
[50	17	0.75	0.7424	12.41	0.9863	11.05	1.1231	11.3	1.0982]
[50	17	0.8	0.7939	14.48	0.9938	12.93	1.1199	13.1	1.1053]
[50	17	0.85	0.8455	18.06	0.9983	15.57	1.1599	16.18	1.1162]
[50	17	0.9	0.897	22.65	0.9996	19.99	1.1331	20.37	1.1119]
[50	17	0.95	0.9485	31.15	1.0	27.45	1.1348	27.67	1.1258]
[50	18	0.05	0.0274	3.77	1.0	2.31	1.632	2.88	1.309]
[50	18	0.1	0.0749	4.18	0.9856	3.05	1.3705	3.19	1.3103]
[50	18	0.15	0.1258	4.21	0.9287	3.49	1.2063	3.73	1.1287]
[50	18	0.2	0.1772	4.4	0.9227	3.93	1.1196	4.05	1.0864]
[50	18	0.25	0.2286	4.73	0.9133	4.15	1.1398	4.53	1.0442]
[50	18	0.3	0.28	5.07	0.8895	4.6	1.1022	4.9	1.0347]
[50	18	0.35	0.3314	5.46	0.9139	5.05	1.0812	5.22	1.046]
[50	18	0.4	0.3829	5.83	0.9314	5.54	1.0523	5.54	1.0523]
[50	18	0.45	0.4343	6.24	0.9183	6.01	1.0383	6.11	1.0213]
[50	18	0.5	0.4857	7.18	0.9248	6.51	1.1029	6.57	1.0928]
[50	18	0.55	0.5371	7.67	0.94	7.01	1.0942	7.24	1.0594]
[50	18	0.6	0.5886	8.69	0.9574	7.82	1.1113	7.98	1.089]
[50	18	0.65	0.64	9.64	0.9627	8.55	1.1275	8.65	1.1145]
[50	18	0.7	0.6914	10.65	0.9793	9.65	1.1036	9.81	1.0856]
[50	18	0.75	0.7429	12.19	0.9893	10.86	1.1225	11.31	1.0778]
